id,name,category,rating,url,description
wxbc91952cee8032d5,包河凤凰剧院票务管家,Mini Program,,,剧院经营
wx12774e1222815bd2,化工英才网丨招聘求职找工作,Mini Program,,,1000万化工人才求职招聘首选，英才网联旗下化工行业专业人才招聘平台。为化工、石油石化、天然气、煤化工等企业常年服务。
wx72b2eb0c77c135b1,北京AED地图,Mini Program,,,北京市卫生健康委员会为公众统计北京市自动体外除颤器（AED）位置部署，宣传院前急救知识，为民众提供便捷的院前急救服务
wx72db85632530a35e,北京世园凯悦酒店服务号,Mini Program,,,北京世园凯悦酒店位于北京西北部—素有“夏都”之称的延庆区，背靠玉渡山风景区，南面八达岭长城，靠近远近闻名的妫水河，距2019北京世界园艺博览会园区仅一街之隔，占据得天独厚的地理位置。
wx7f841f06dd2ed725,北京世纪坛医院世纪云服务,Mini Program,,,北京世纪坛医院（世纪云服务）患者平台，提供预约挂号、检查预约、报告查询、在线缴费等服务。
wx999d8e9fedd581ff,北京世纪坛医院住院服务平台,Mini Program,,,通过构建智慧就医服务平台，实现全线上化的住院流程办理和院后健康管理，让患者体验一站式住院、全流程覆盖的极致便捷服务。
wxf9788ca632503eb6,北京中医医院,Mini Program,,,为患者提供预约挂号、在线缴费、报告查询、在线咨询等业务。
wx31ab62765e50699f,北京中医药大学东方医院,Mini Program,,,北京中医药大学东方医院官方小程序
wx1b61780b5404fc5c,北京中医药大学东直门医院,Mini Program,,,健康公益服务、保健知识、就诊指南、预约挂号、健康知识普及、化验查询等
wxc27bbdd6c9d863e6,北京中医药大学第三附属医院,Mini Program,,,为广大市民提供“互联网+医疗”服务
wx6eaf308c115de8bd,北京中奥马哥孛罗大酒店,Mini Program,,,marcopolohotels.cn
wx27a512c92bc8bcdd,北京中西医结合医院,Mini Program,,,北京中西医结合医院是一所集医疗、教学、科研、预防保健为一体，以中西医结合为特色的综合性公立医院。
wxe6f89acf44636bff,北京丽晶酒店,Mini Program,,,王府井商圈川流熙攘，升腾起烟火人间。下榻位于京城腹地的北京丽晶酒店，品味三千余年的历史古韵，尽览蓬勃常新的盛世之美。
wxbf2a5e1cf09dd337,北京交通事故警保合作远程易处理,Mini Program,,,北京市公安局交通管理局和中国银行保险监督管理委员会北京监管局联合承办的远程处理简易交通事故小程序平台
wx496a7cd1ed09ae1e,北京交通大学校友总会,Mini Program,,,北交大校友总会旨在加强海内外校友与母校的联系，联络服务广大校友，弘扬北京交通大学的优良传统，发挥海内外校友的优势和影响。
wx21a21dbb36aacb68,北京京成酒店Hotel,Mini Program,,,北京京成酒店以超值、清新、简约为特点，让您感受到洁净、安全、舒适、暖心的住宿体验，是我们一如继往的追求。
wx7201da19f3392fde,北京京煤集团总医院,Mini Program,,,北京京煤集团总医院官方小程序
wxa687921a4e17b6ca,北京京都儿童医院互联网医院,Mini Program,,,北京京都儿童医院互联网医院
wx10529f522f3425c1,北京人才招聘网,Mini Program,,,"北京人才网,北京招聘网,北京人才市场,北京兼职,北京朝阳区、东城区、西城区、丰台区、海淀区、通州区、顺义区、大兴区、密云区找好工作网"
wxa0fc5a238256ad4d,北京优翔瑞伊医疗美容,Mini Program,,,"CORA CORA,一家致力于「纯净轻医美」的专业医疗诊所:一个根植于医美但覆盖生活方方面面的美学品牌。"
wx0053ae84d9cab698,北京伽人艾尚瑜伽,Mini Program,,,小程序约课
wx621ce4f5381027e7,北京体育大学智慧校园,Mini Program,,,北京体育大学一卡通
wxe65d4f6276801aca,北京停车服务,Mini Program,,,北京停车收费服务
wxf7b7fd69d52e03b7,北京儿童医院,Mini Program,,,提供预约挂号、健康科普等公立医疗服务。
wx493dd0918bfb0f74,北京儿童医院保定医院,Mini Program,,,祝早日康复
wxccb0430de6991c6d,北京儿童医院新疆医院,Mini Program,,,新疆儿童医院医疗服务平台
wx183d89f916e473ba,北京儿童医院黑龙江医院 哈儿童,Mini Program,,,为患者提供在线挂号、在线缴费、门诊报告查询等服务
wx5657eef075fcedb1,北京农商银行金色时光养老金融,Mini Program,,,金色时光养老小程序为您提供安全、可靠的养老金融相关服务。
wx84bdaee852074230,北京北辰洲际酒店,Mini Program,,,"屡获殊荣的北京北辰洲际酒店是奥运商圈少有的国际品牌奢华酒店，紧邻鸟巢,水立方，并与国家会议中心相连通，是奥林匹克核心区会议及奖励旅游的优选场所；客人可便捷地到达首都国际机场，长城，历史名胜古迹及众多商务区域。"
wx8eecec8472e0cd54,北京医院,Mini Program,,,提供预约挂号、报告查询等服务
wx777578c283cfdb65,北京医院挂号网,Mini Program,,,北京医院挂号网是北京地区三甲医生挂号平台涵盖协和同仁301解放军总医院空军特色医学中心北医三院积水潭安定北京大学六院北大人民医院广安门儿研所肿瘤中日口腔天坛宣武安贞等医院的耳鼻喉.皮肤病.眼科.儿科.精神心理.中医等数十个科室的多点医生号源
wx113d0aff84dfe5ab,北京医院挂号通,Mini Program,,,"北京医院挂号通是北京市医院预约挂号平台,提供看病挂号预约服务,可约协和同仁广安门北大口腔人民积水潭301空军总医院等多点医生"
wx363a7d96d967b4e6,北京华威商务酒店,Mini Program,,,酒店商务平台，用于酒店预订。
wx1b1dda695dff82c8,北京华联购物中心,Mini Program,,,北京华联购物中心会员可在小程序上专享优惠券领取，自助积分，停车缴费，积分换礼等多样会员权益。
wxf42f10d958fe9ee3,北京华贸丽思卡尔顿酒店,Mini Program,,,北京丽思卡尔顿酒店位于北京朝阳区商业中心地带，是华贸中心建筑群中的重要组成部分。距北京首都国际机场30分钟车程，名胜古迹和文化地标皆近在咫尺。
wx7878e855bec324c1,北京协和医院,Mini Program,,,北京协和医院是集医疗、教学、科研于一体的现代化综合三级甲等医院，小程序为患者提供挂号、缴费、报告查询等服务。
wxc085611e6ea874fd,北京博海新龙电影放映有限公司,Mini Program,,,华夏新龙影城线上购票小程序
wx1ca9a1fca393f9f8,北京原力医疗美容,Mini Program,,,老石在这里等你哦
wxbc8c84999432ac95,北京友谊医院患者服务平台,Mini Program,,,为患者提供预约挂号、在线缴费、报告查询、在线咨询等业务
wx864a916e1b859b69,北京友谊医院营养点餐,Mini Program,,,北京友谊医院营养订餐小程序
wx7b0c3093bafa58b5,北京口腔医院医疗服务系统,Mini Program,,,北京口腔医院预约挂号服务
wx5c2e90359b588d97,北京同仁医院,Mini Program,,,"首都医科大学附属北京同仁医院官方小程序,预约挂号,健康咨询,报告查询."
wxfdf596bc524fc2ea,北京同仁堂中医医院,Mini Program,,,北京同仁堂中医医院官方小程序
wx19e28e46859ebc98,北京同仁堂中山药店中医诊所,Mini Program,,,补充线下服务业务，提供患者线上咨询预约等服务。
wx09648ebd4169d183,北京同仁堂四通桥药店自营商城,Mini Program,,,本小程序用于北京同仁堂药店会员的积分查询兑换以及各类商品活动信息的发布等用途。
wx6f651b5aca0d2a2e,北京同仁堂涿州药店有限责任公司,Mini Program,,,北京同仁堂涿州公司
wxb7c7f8f18fc4e46b,北京同仁堂连锁药店,Mini Program,,,家庭药房
wxe1330615b06b4ce5,北京商校校园卡,Mini Program,,,一码在手，校园畅游~
wxe6b519e8abfe5310,北京商贸学校,Mini Program,,,欢迎报考北京商贸学校，走进商贸，升学就业有方向。
wxe636b3828e1b5537,北京嘉禾妇儿医院医疗美容,Mini Program,,,北京嘉禾医疗美容是嘉禾妇儿医院，倾力打造的一个品质医疗美容平台。医院坐落于首都南部核心经济圈，毗邻丽泽商务区，是一家拥有园林景观的美式高端医疗美容机构。医院集整形外科、激光皮肤科、肌肤管理科为一体，严格遵循国际JCI医院管理标准。
wx0bb4ed3e156eb9b2,北京嘉里大酒店线上商城,Mini Program,,,作为在北京中心商务区酒店内开设的红酒吧，一酒香带给您从零售到简餐不同凡响的尊贵体验。一酒香提供350多种葡萄酒及香槟，同时供应多款、餐后酒、 精选威士忌、软饮和鲜榨果汁。大厨们精心推荐的葡萄酒佐餐，让杯中葡萄酒的口感更和谐，美酒佳肴互相陪衬
wxc1918cb50be0cd8e,北京四季酒店,Mini Program,,,北京四季酒店官方小程序
wxad5bfe7f78ceff50,北京回龙观医院智慧医院,Mini Program,,,为患者提供预约挂号、在线缴费、报告查询、在线咨询等业务
wx31d55b4bf8c1a339,北京国贸大酒店,Mini Program,,,北京国贸大酒店位于高达330米的国贸大厦上层部分，共有客房及套房278间，拥有空中餐厅及酒吧。傲居紫禁之巅，品味艺术生活。
wxd95e75a805ba1480,北京国际度假区酒店,Mini Program,,,该小程序主要负责为北京国际度假区有限公司旗下酒店客人提供扫码点餐服务。
wx79ddaf87081c622a,北京地坛医院互联网医院,Mini Program,,,首都医科大学附属北京地坛医院始建于1946年，是一家以传染病学为重点和特色的三级甲等医院，为国家传染病医学中心主体医院。
wxf933af05bbc885b8,北京地坛医院智慧服务平台,Mini Program,,,为患者提供预约挂号、在线缴费、检查预约、报告查询、在线咨询等业务
wx7a529be4af4bc21d,北京地铁公司访客登记,Mini Program,,,北京地铁工作场所访问登记
wx8031d8163efe6640,北京地铁招聘平台,Mini Program,,,北京地铁运营有限公司负责北京地区地铁线路运营，该小程序作为内部工作岗位招聘指定入口，求职者可在线投递，地铁公司在线反馈。
wxe2603955a9e4a7e9,北京地铁文创,Mini Program,,,北京地铁文创官方商城
wx02d7892c6aa51bc9,北京地铁服务,Mini Program,,,北京地铁服务小程序
wx583f1ddac65b448c,北京地铁车辆装备BSRSE,Mini Program,,,北京地铁车辆装备BSRSE仅供北京地铁车辆装备有限公司内部员工使用，如误操作进入请自行退出
wxd67e5e7e3c3007b6,北京大兴国际机场木棉花酒店,Mini Program,,,北京大兴国际机场木棉花酒店
wx0751e6b2700e44c1,北京大学人民医院互联网医院视频,Mini Program,,,北京大学人民医院互联网医院视频小程序
wx6973870f0606f2ac,北京大学人民医院健康管理中心,Mini Program,,,北京大学人民医院健康管理中心
wx44347baaedb4c43d,北京大学人民医院餐饮系统,Mini Program,,,小程序用于北京大学人民医院员工订餐。
wxf47aa38d871be854,北京大学口腔医院医疗服务助手,Mini Program,,,北京大学口腔医院医疗服务小程序
wx2436a4d6c12565d8,北京大学国际医院智慧服务,Mini Program,,,提供预约挂号、在线缴费、报告查看、住院服务等诊疗服务，为患者提供更加便捷的服务
wx068ee964ece60113,北京大学校园卡,Mini Program,,,扫码支付、校园卡充值、交易查询等相关业务。
wx72ca694d67df450f,北京大学第一医院互联网医院,Mini Program,,,提供医生在线咨询、在线问诊和在线配药等服务
wx585b75353e5e4338,北京大学第一医院智慧服务,Mini Program,,,开发建设小程序版的互联网服务功能，包括线上挂号、线上支付、报告查询、检查预约、互联网医院医生出诊等功能，进一步方便患者
wx838e94cf23e79165,北京大学第一医院智能导航,Mini Program,,,用于医院科室智能导航功能
wx3302a1b5a5f91dc4,北京大学第三医院,Mini Program,,,北京大学第三医院小程序是为方便患者看病而开发的官方小程序。医生在线提供各种形式服务帮助患者解决问题，进而方便患者就医。
wx20adb24585222fa4,北京大学第六医院,Mini Program,,,北京大学第六医院小程序
wx3da75a11f6eba4a0,北京大学第六医院心理健康管家,Mini Program,,,北京大学第六医院为患者提供优质、便捷、个性化的医疗服务，满足广大患者对心理咨询、心理治疗服务的需求，开发了此小程序。
wxac3dacce0adc9ef4,北京大学首钢医院互联网医院,Mini Program,,,北京大学首钢医院首钢医院互联网医疗在线问诊
wx09331b8c3287a1e8,北京天伦王朝酒店,Mini Program,,,记忆深处的酒店
wx54f56e56b890e36d,北京妇产医院智慧医院,Mini Program,,,为患者提供预约挂号、在线缴费、报告查询、在线咨询等业务
wx051f3635eb3bc5a8,北京安定医院互联网医院,Mini Program,,,北京安定医院互联网医院
wx51a876c4a0770986,北京安定医院心理测评,Mini Program,,,北京安定医院心理测评是一种高效的心理测评软件，涵盖情绪评定、人格测验等主题，可以满足对用户的心理状况进行全面评估的需求。
wxe9de69878fcdd18a,北京安贞医院智慧服务平台,Mini Program,,,-为患者提供预约挂号、在线缴费、报告查询、在线咨询等业务
wx22e24150def50597,北京定制公交升级版,Mini Program,,,服务于大众出行，让大家出行更方便，更便捷
wx4c28c99c5c45d37c,北京小汤一瓢私汤度假酒店,Mini Program,,,弱水三千，只取一瓢。一瓢私汤度假酒店，致享美景，独享私汤，舒享生活，将经典日式私汤及精致奢华的环境体验尽数带到您的面前。
wx21fda8737d274ff3,北京市企业服务e窗通,Mini Program,,,北京市企业服务e窗通平台小程序
wx7d9b7180d4e2dcda,北京市健宫医院,Mini Program,,,为医院的线上服务平台，可提供挂号、缴费、医疗就医服务、健康知识宣教等业务，为广大患者提供方便快捷的医疗服务。
wxcf180bc84fac1e10,北京市和平里医院,Mini Program,,,北京市和平里医院智慧医疗
wx7c3cf628556ba7ba,北京市垂杨柳医院,Mini Program,,,为患者提供预约挂号、在线缴费、报告查询、在线咨询、云诊疗等业务
wx9a81893572e51b6b,北京市大兴区中西医结合医院,Mini Program,,,北京市大兴区中西医结合医院
wx9e4034b1fe442299,北京市平谷区医院,Mini Program,,,为了满足患者便捷就医，开通了在线预约挂号、在线咨询、报告查询、在线缴费、在线复诊等功能。
wx38335ed86dc6c911,北京市延庆区医院智慧医院,Mini Program,,,预约挂号、自助缴费、报告查询等业务
wxb968136527c33855,北京市政交通一卡通,Mini Program,,,北京一卡通乘车码是以二维码为凭证的虚拟卡，率先适用于北京远郊区县的部分地面公共交通领域，可通过二维码方式实现扫码乘车。
wx7eed86da6e862300,北京市文天培训学校,Mini Program,,,北京市东城区文天培训学校
wxf4f84633f42c7aa2,北京市新宏状元餐饮管理有限公司,Mini Program,,,北京市新宏状元餐饮管理有限公司
wx9b66905c14266847,北京市村居法律顾问,Mini Program,,,为更深入开展“一村(居)一法律顾问”工作，积极发挥法律服务工作者的专业优势，为服务群众提供优质、高效的法律服务。
wx564d67b0e4114ce7,北京市海淀医院,Mini Program,,,北京市海淀医院为患者提供预约挂号、缴费、报告查询等服务
wx42c9430f45fcb16f,北京市私立汇佳学校校车系统,Mini Program,,,汇佳学校为接送学生而定制开发的一套系统。
wx94ff69787ff1d02a,北京市第六医院,Mini Program,,,北京市第六医院小程序为用户提供线上住院信息登记、预交金充值、费用清单查询、出院带药查询等功能。
wx12c64927c8b004c3,北京市网球运动管理中心,Mini Program,,,北京网球中心 场馆介绍 场地预定 赛事培训报名
wx7aa2329a446dac30,北京市肛肠医院,Mini Program,,,"便民惠民服务,患者可在线查看病历，处方，检查检验等报告。"
wxa8d3f2e7060af855,北京市西城区教育考试中心,Mini Program,,,北京市西城区教育考试中心接受西城区教育委员会和北京教育考试院的领导，主要职责是负责辖区内各级各类教育考试及招生工作。
wxc502539a04f38c21,北京市顺义区医院居民端,Mini Program,,,用于便民就医服务系统
wxdac4fa2d1aa351a1,北京师范大学宁德实验学校,Mini Program,,,守正励新 宁德世范
wxeddb09e1bcf9b40d,北京怀柔医院,Mini Program,,,患者可通过小程序体验线上挂号、报告查询等便捷服务，实现一站式就医.
wxeb0596c49556832e,北京怀柔医院薪资系统,Mini Program,,,怀柔医院薪资系统
wx4c6c530680a6bfa6,北京慈福公益基金会,Mini Program,,,北京慈福公益基金会三个一工程每日一捐小程序
wxe8b3d1b8fe8d5f4a,北京挂号通预约挂号,Mini Program,,,北京医院预约挂号网北京医院预约挂号挂号网北京回龙观医院北京大学第六医院北大第一人民医院精神科儿童医院首都儿研所多点医生
wx8fa27e1d121b7090,北京指南针科技发展股份有限公司,Mini Program,,,指南针科技为用户提供高效、优质资讯服务。
wx39e7040fcf238920,北京旅游集散中心商城,Mini Program,,,北京旅游一站式服务，北京长城一日游、私人定制包车游等多项旅游服务。
wx68bc91cffc26b3fc,北京春晖园酒店,Mini Program,,,北京春晖园温泉度假区，集高端度假酒店、特色美食餐饮、温泉主题乐园、国际商务会议接待等功能于一体，为都市精英阶层悉心打造修身养心的度假乐园。（发布内容中的网络图片如有侵权请联系，我们及时删除）
wx2b46c4b7f679587e,北京景点票务预约,Mini Program,,,提供北京景点门票预约；北京恭王府门票、天坛公园门票、颐和园门票、八达岭长城门票、圆明园门票、等北京各大景点票务预定服务。
wx718fd76e4cfcbba2,北京朝阳医院 营养订餐,Mini Program,,,住院患者自助订餐，通过图文形式显示食堂供应，患者通过手机选餐，所选食品营养量，营养值自动生成，使患者吃的营养，吃的健康。
wx05838f8f6ebf63ef,北京朝阳医院患者服务,Mini Program,,,"首都医科大学附属北京朝阳医院,北京朝阳医院,预约挂号,专家线上问诊,查报告,网上买药,药品邮寄,检查检验缴费,核酸检测"
wx3cfbe3749bc5a627,北京朝阳医院智慧服务平台,Mini Program,,,互联网医院充分提供诊前、诊中及诊后整个就诊全流程的用户体验，更加方便患者就医，服务于患者。
wx121d868facdc874d,北京朝阳门中西医结合医院挂号,Mini Program,,,北京朝阳门中西医结合医院官方预约挂号服务！
wxa6e906a51076b781,北京朝阳门医院预约挂号,Mini Program,,,【北京朝阳门中西医医院·自助挂号】现已开启线上就诊，预约挂号，在线客服咨询等服务，感谢您的关注。
wxa0f73041dbbf9756,北京本真中医医院,Mini Program,,,北京本真中医医院现为国家一级中医医院，依托专业医师团队，精选道地药材，严格控制饮片质量，提供线上预约诊疗一体化服务。
wx28493ba61056167b,北京柏悦酒店,Mini Program,,,奢华由心。坐落于北京CBD核心商务区的大中华区首家柏悦酒店力图打造非凡专属的体验。
wx81fbf7336b272abf,北京汉医中医预约挂号,Mini Program,,,北京汉医堂中医馆预约挂号
wx09e75498b54f056e,北京洪海明珠税务师事务所,Mini Program,,,北京洪海明珠税务师事务所，为您高效解决财税难难题，护航财税合规。
wxb630132febbae648,北京海思敏医疗,Mini Program,,,海思敏产品的心电图监测小程序，实现对设备的扫描，连接，监测，结束，断开操作。
wx12ea0d6e285f1b1e,北京海湾半山酒店,Mini Program,,,酒店设有健康小冰箱、四季养生山畔汤池，喜马拉雅盐蒸房、砭石理疗房、健身中心、恒温泳池、活力按摩池、1200㎡儿童俱乐部、八大行星平台、加·咖啡西餐厅和海湾壹品中餐厅。酒店是世界养生酒店联盟（HHOW）白金级成员，提供健康、养生体验的度假酒店
wx365474d847e30239,北京润保芳德公益基金会,Mini Program,,,关爱恶性实体肿瘤患儿.智慧.让公益前行更远！
wx7f3f94e57eaa8d19,北京清华长庚医院,Mini Program,,,北京清华长庚医院官方线上就医服务平台，患者可通过小程序完成预约挂号、线上缴费、检查预约等线上就医服务。
wxdc68290c427e32b3,北京漾格医疗美容医院,Mini Program,,,北京漾格医疗美容--专注非手术年轻化
wxc0db70e36d393343,北京燕化医院,Mini Program,,,为燕化医院医护人员提供用药指导、临床用药指南、院内DRGs分析报告等。
wx4a4db49e41fd127c,北京爱育华医院,Mini Program,,,为患者提供专业线上医疗咨询服务
wx14dc1489d7f76dd5,北京王府半岛酒店商城,Mini Program,,,王府半岛酒店官方商城 | 立即选购热门活动、住宿套餐、独家体验等官方礼遇
wx253ef5a7e7cd31a9,北京王府半岛酒店客房预订,Mini Program,,,王府半岛酒店官方客房预订小程序，立即预订您将尊享最优惠价格、半岛时间以及一系列的特别礼遇。
wx3ba512d53df66a75,北京环球度假区官方,Mini Program,,,北京环球度假区的小程序将为游客提供最全面的度假区信息。
wx0bc753e7b06b07d4,北京瑞吉酒店SRBJ,Mini Program,,,"北京瑞吉酒店位于静谧的使馆区，紧邻长安街，步行3分钟即可到达建国门地铁站，方便购物及探索文化古迹，距首都国际机场30分钟车程。
258间客房以56平米的套间为主， 24小时瑞吉管家服务，阳光健身中心，天然温泉均令人心旷神怡。"
wx4d25db277e3bfc9c,北京瑰丽酒店,Mini Program,,,北京瑰丽酒店拥有282间客房，是瑰丽品牌在中国的第一家酒店。酒店设有六间餐厅和酒廊，包括怡庭、怡庭大堂、“赤”时尚火锅、魅酒吧、乡味小厨和龙庭。Sense水疗中心设有室内泳池、健身房、瑜伽室等设施，另尊贵的行政廊瑞阁为客人提供优雅的专属礼遇
wx548042fed6d5f09a,北京电力医院互联网医院,Mini Program,,,核酸检测的预约挂号、报告查看功能。
wx6b3d2e9470ee35bf,北京知音医疗美容机构,Mini Program,,,北京知音医疗美容
wxe4a63d72e1e92257,北京福庭酒店,Mini Program,,,新居住概念的公寓酒店结合体
wx8dd7d6fe6d5dda8a,北京积水潭医院,Mini Program,,,积水潭医院官方小程序
wx843a16be403c4482,北京积水潭医院智慧医院,Mini Program,,,北京积水潭医院小程序
wx57705571fcd31fe2,北京积水潭医院贵州医院预约挂号,Mini Program,,,北京积水潭医院贵州医院（贵州省骨科医院），预约挂号平台
wx6d9d79f9b457cea7,北京移动+,Mini Program,,,北京移动唯一官方小程序！查话费、查流量、查套餐；领流量、领优惠、领权益！随时随地享受移动服务！中国移动和您在一起！
wxbc30fedf42ea51db,北京税务有奖发票,Mini Program,,,北京税务有奖发票小程序
wx493de158ab116778,北京稻香湖景酒店,Mini Program,,,北京稻香湖景酒店位于海淀区苏家坨镇，占地面积53公顷，其中水面面积4公顷，绿地面积23公顷。是一家集餐饮住宿、商务会议、展览展示、休闲度假、康体娱乐等功能为一体的综合型生态会议度假酒店。
wx38db8e362886d4a3,北京美莱医疗美容医院总院,Mini Program,,,“北京美莱”是北京美莱医疗美容医院的整形咨询交易平台，这里有国内最权威的医生团队、性价比最高的整形项目，期待您的关注。
wxf039d1012f22056f,北京老年医院,Mini Program,,,为患者提供在线图文、视频问诊，在线预约挂号，在线缴费，在线查看报告等功能
wxca38680a428e11c3,北京胸科医院,Mini Program,,,首都医科大学附属北京胸科医院互联网医院为复诊患者提供在线问诊、处方开具、药品配送和在线支付等服务。
wxbe0ea90bdc834f0e,北京裕泽源餐饮管理有限公司,Mini Program,,,在家就可以享受美食，给客人带来更方便快捷的用餐感受
wx66eeb59eea4833bd,北京西鹤年堂中医医院预约挂号,Mini Program,,,预约挂号、互联网诊疗、医保定点单位、汇集三甲医院30多位名老中医。名医预约：010-67648799   秉承600余年中医药文化传承、中华老字号
wxb4eb0a3e820af48b,北京通州大运河文化旅游景区,Mini Program,,,大运河文化旅游景区游客服务小程序，集全园导览、生态科普、文化路线、文创商品、智慧停车等功能为一体，为游客提供便捷服务。
wx208bc0dbf418120f,北京通用航天医院,Mini Program,,,医院位于北京市丰台区西南一所集医疗、教学、科研、预防、保健、康复、体检、院前急救八位一体的大型三级综合医院。
wx1aaf789a69bb45fa,北京道路停车缴费,Mini Program,,,提供北京市道路停车缴费服务
wx162499e820be27fc,北京金融业消保守护服务平台,Mini Program,,,在国家金融监督管理总局北京监管局指导下，北京银协、保协联合推出“京融守护”小程序，为北京地区金融消费者提供在线咨诉、投诉或建议等服务
wx991da719466c3ad3,北京静态交通共享停车,Mini Program,,,一个停车共享需求的收集和撮合办理平台，解决市民停车的供需矛盾。
wx528d5bdbaf6d8da4,北京预约挂号通,Mini Program,,,"北京预约挂号通是北京医院挂号预约平台,提供挂号就医查询服务,快速约协和同仁北大口腔人民广安门积水潭301空军总医院等多点医生，新增AI智能问诊功能，30秒匹配最佳医生。"
wxf9e28f6dd37cab49,北京龙城温德姆酒店,Mini Program,,,北京龙城温德姆酒店为您提供雅致的环境、舒适的客房与便利周到的设施，让您感觉亲切舒心。酒店拥有氛围温馨的大堂和轻松悠闲的餐厅，为您打造一隅悠享天地。
wxbed463d49f94aaf3,北京龙德广场购物中心,Mini Program,,,用于龙德广场品牌概览、电子会员积分、智能停车缴费、线上商城、活动发布介绍等
wx01ca8a8d8fb4ba29,北城金源外卖平台,Mini Program,,,口碑送餐平台，丰富美味，健康营养，集聚周边，一键闪送，更兼多种日常服务，尽在金源。
wx0f117f1ba1618c33,北大医疗,Mini Program,,,互联网医疗入口服务
wxdb53b99c3d7d7a3a,北大医疗怡健殿家庭健康管理中心,Mini Program,,,北大医疗怡健殿健康管理中心隶属于北大医疗产业集团，为追求高品质服务体验的客户提供值得信赖的专业健康管理服务。
wx2d54eb60510e39c1,北大博雅国际酒店,Mini Program,,,北大博雅国际酒店是一家坐落于中关村核心区的五星级酒店，拥有336间（套）各类豪华客房、高端国际商务区、完备的娱乐休闲设施、景观中庭花园。酒店以现代化的笔画勾勒主体大调，将北大浓厚的人文内涵与现代豪华商务配套相融合。
wx3db6f2ce6db84bd3,北战智慧共享运动场,Mini Program,,,智慧共享运动场主要通过“互联网+”智慧共享运动模式，打造市民家门口的“新”运动场
wx79d3a2be6407b9ed,北新信恒培训中心在线考试系统,Mini Program,,,课程发布、报名
wx962f87bd9dac5c88,北新建材电商平台,Mini Program,,,“北新建材电商平台”
wx917249a3aebcc91e,北方朗悦酒店,Mini Program,,,北方朗悦酒店自助服务平台
wxeb8137266064a305,北欧健康馆,Mini Program,,,与您分享北欧健康生活理念，为您推荐北欧本土知名的营养、保健及护肤产品，愿健康、美丽、快乐常伴您左右！
wx03a74d04bf24c553,北海求职网人力服务公司,Mini Program,,,北海求职网专注北海招聘和北海人才就业服务，提供免费招聘求职服务，融合了单位公招信息、招聘会、零工市场、兼职临时工、职场资讯等内容，助力企业与求职者零成本高效合作。
wxb5d890dc9c6cf060,北美数学,Mini Program,,,汇聚北美数学资源，邀请小伙伴们一起来挑战数学吧！
wx739ebdf8ac5e61d2,北芒咖啡,Mini Program,,,北芒咖啡 把感动我的阳光，分享给热爱生活的你
wxca2cd9c32dbf21d7,北部湾保险,Mini Program,,,北部湾保险一站式在线客户服务平台
wx38fc1c7f8e6b4669,北银消费金融借钱,Mini Program,,,北银消费金融有限公司是持牌金融机构，提供消费信贷产品，充分满足用户线上申请贷款、在线贷款还款等需求。
wx456ad6a20d90ae6a,匠古摄影,Mini Program,,,匠古摄影，专注于爱情本质与情感本身的高端定制婚纱摄影品牌，始终坚持原创婚纱摄影风格的研发和定制化创新。秉承“只做定制，不做复制”的个性化服务理念。以创新、简约、趋势思维，全力打造代表年轻群体的需求，产品力的沉淀与品质坚守。
wxe183cd55df4b4369,医保移动支付,Mini Program,,,安全便捷服务新体验
wxd17f2a09f717467f,医堆医学人才网l医生护士求职,Mini Program,,,医学人才网是医生招聘、护士招聘、医药招聘、影像招聘、口腔招聘平台。近十万家民营医院招聘、公立医院招聘，医护求职招聘好帮手
wx39a843d38cd756d0,医学院校教育学生端,Mini Program,,,推动医学教育发展，助力医学人才培养。
wxc2db347d57c920ec,医师定期考核考试题库,Mini Program,,,医师定期考核题库提供：医师定期考核模拟题，医师定期考核真题和医师定期考核考试大纲配套的章节练习
wx18220f5cfb9d4599,医聘猫 医疗人招聘与成长平台,Mini Program,,,医护招聘、护士招聘、医生招聘、医院招聘、医疗卫生人才招聘就上医聘猫（医聘网）。100万+医疗行业优秀人才在线求职，10万+医疗企业发布急招岗位。
wx9f45761e6079fb3f,医脉同道丨招聘求职找工作,Mini Program,,,领先的大健康招聘平台，专注制药、器械、 IVD 及互联网+医疗，销售、市场、医学、管理职位全覆盖
wxce34fb369a2c6e78,医速检医疗服务,Mini Program,,,为客户提供优质的检验服务。
wxf89ae0bffdddd0f7,医院挂号网,Mini Program,,,"医院挂号网是免费医院挂号预约平台,提供医院挂号网上预约,已开通北京上海广州天津杭州成都重庆等挂号,随时预约北京医生号源"
wx0a99cb1dd9ba75e2,医院挂号通,Mini Program,,,医院预约挂号网上挂号就上医院挂号通挂号平台官方入口，免费预约专家号，提供北京上海广州重庆杭州天津等医院挂号，三甲医生多点号
wx6844c15abbd52ab3,医院预约挂号云医挂号平台,Mini Program,,,全国医院预约挂号平台，精神心理科、心理咨询、皮肤科、眼科、中医等，医院预约挂号平台，上线预约附属医院人民医院儿童医院妇幼医院中医医院，开通省份城市北京市上海天津市重庆市昆明市贵阳市成都云南省四川省南昌甘肃宁兰州济南南宁广州武汉杭州合肥长沙
